date,TRI_NIFTY_50_TotalReturnsIndex,TRI_NIFTY_BANK_TotalReturnsIndex,TRI_NIFTY_IT_TotalReturnsIndex,TRI_NIFTY_PHARMA_TotalReturnsIndex,TRI_NIFTY_FMCG_TotalReturnsIndex,TRI_NIFTY_AUTO_TotalReturnsIndex,TRI_NIFTY_MIDCAP_100_TotalReturnsIndex,TRI_NIFTY_SMALLCAP_100_TotalReturnsIndex,TRI_NIFTY_REALTY_TotalReturnsIndex,TRI_NIFTY_METAL_TotalReturnsIndex,TRI_NIFTY_ENERGY_TotalReturnsIndex,TRI_NIFTY_FIN_SERVICE_TotalReturnsIndex,TRI_NIFTY_INFRA_TotalReturnsIndex
2007-03-15,4384.74,5864.03,5387.1,2804.06,5368.15,2053.55,5081.65,3098.7,809.28,2254.18,6977.67,2183.81,3085.97
2007-03-16,4343.36,5779.52,5361.03,2792.64,5331.43,2038.3,5043.86,3071.74,812.75,2232.9,6952.91,2151.72,3042.38
2007-03-19,4428.04,5881.09,5467.86,2804.88,5327.16,2062.13,5115.48,3095.05,793.31,2242.08,7113.46,2192.68,3116.09
2007-03-20,4450.55,6004.69,5436.36,2833.84,5360.58,2067.68,5186.24,3117.35,798.75,2258.51,7159.8,2231.21,3127.55
2007-03-21,4534.62,6245.99,5498.06,2848.76,5482.03,2083.44,5229.66,3132.38,798.44,2289.61,7266.24,2294.65,3180.4
2007-03-22,4668.95,6563.56,5603.98,2870.52,5622.77,2151.7,5317.87,3158.48,798.21,2332.63,7441.25,2385.55,3261.11
2007-03-23,4651.43,6521.14,5579.96,2879.4,5577.03,2150.16,5338.16,3163.37,773.76,2350.77,7397.94,2380.42,3262.04
2007-03-26,4603.34,6409.41,5502.9,2862.03,5542.77,2109.28,5325.08,3149.46,746.91,2341.61,7387.46,2339.65,3222.34
2007-03-28,4533.03,6250.9,5298.63,2852.11,5519.36,2058.31,5253.58,3110.56,750.9,2320.0,7365.92,2277.3,3193.81
2007-03-29,4577.63,6230.87,5384.1,2878.93,5637.68,2057.12,5263.34,3127.38,760.85,2317.21,7430.06,2278.98,3219.13
2007-03-30,4605.89,6272.58,5385.02,2945.54,5724.34,2083.34,5337.35,3161.97,755.25,2369.1,7507.99,2289.98,3247.08
2007-04-02,4379.37,5860.38,5135.31,2865.39,5540.28,1954.63,5156.98,3066.09,717.7,2274.59,7213.31,2150.05,3110.74
2007-04-03,4448.12,5902.33,5226.67,2880.48,5619.15,1972.06,5190.5,3081.06,694.05,2302.95,7391.53,2152.41,3154.87
2007-04-04,4499.91,5945.57,5286.14,2937.62,5595.68,1959.38,5233.62,3107.05,684.12,2368.09,7536.67,2183.67,3212.23
2007-04-05,4522.51,6060.72,5289.2,2929.17,5630.03,1964.43,5294.53,3128.33,687.96,2431.14,7512.81,2226.31,3210.72
2007-04-09,4632.8,6292.15,5398.89,2958.2,5782.09,2000.82,5394.03,3191.26,718.79,2497.52,7642.85,2310.18,3288.36
2007-04-10,4638.41,6294.16,5309.62,2991.16,5898.64,2005.13,5457.48,3235.13,723.69,2518.38,7654.89,2333.7,3302.82
2007-04-11,4655.88,6236.42,5291.36,2962.81,5889.82,2008.1,5468.05,3284.55,704.92,2623.83,7698.25,2319.13,3317.13
2007-04-12,4616.35,6163.73,5335.92,2953.53,5838.4,1993.82,5447.29,3281.74,696.85,2568.59,7607.06,2287.29,3302.47
2007-04-13,4721.82,6337.41,5564.66,2974.58,5795.21,2045.61,5533.92,3323.34,720.72,2618.51,7676.37,2343.86,3348.69
2007-04-16,4837.53,6423.69,5668.54,3000.51,5950.75,2079.13,5616.92,3372.91,724.06,2670.5,7861.65,2375.61,3428.91
2007-04-17,4803.3,6447.74,5543.65,2996.63,5891.56,2067.48,5605.68,3346.76,710.45,2608.18,7888.04,2375.64,3401.82
2007-04-18,4835.42,6515.76,5587.69,3040.74,5892.65,2057.12,5635.13,3362.09,714.74,2636.84,7973.33,2398.79,3439.82
2007-04-19,4818.61,6548.03,5535.3,3040.0,5920.52,2049.59,5631.72,3370.41,734.38,2618.19,7931.39,2399.62,3435.1
2007-04-20,4923.47,6615.69,5599.54,3060.39,5929.3,2058.82,5684.65,3410.54,776.32,2712.41,8101.82,2447.74,3518.82
2007-04-23,4931.08,6559.67,5583.43,3064.76,5862.68,2044.47,5689.33,3401.61,784.39,2747.05,8155.0,2438.55,3525.74
2007-04-24,4999.52,6863.83,5534.2,3085.38,5915.19,2080.84,5745.28,3417.18,842.26,2774.1,8232.96,2536.12,3585.21
2007-04-25,5030.3,6945.32,5499.72,3145.18,6030.12,2106.77,5801.24,3451.29,882.06,2755.37,8319.3,2572.83,3590.25
2007-04-26,5043.03,6950.64,5524.16,3150.73,6052.76,2120.89,5772.45,3431.63,872.95,2751.99,8341.28,2562.64,3605.05
2007-04-27,4929.15,6799.3,5512.3,3014.85,5968.64,2110.17,5721.22,3395.85,841.02,2690.88,8172.21,2495.86,3536.28
2007-04-30,4934.46,6643.4,5633.07,3014.67,5871.43,2134.63,5778.88,3432.96,836.74,2720.26,8198.36,2441.58,3549.88
2007-05-03,5010.44,6728.97,5694.74,3047.24,5888.57,2154.58,5881.02,3467.8,832.56,2808.38,8343.32,2479.15,3592.32
2007-05-04,4970.0,6685.42,5653.09,3032.81,5892.72,2153.23,5891.6,3470.98,855.28,2796.77,8279.18,2470.76,3563.42
2007-05-07,4962.52,6631.23,5593.42,3035.52,5891.54,2145.94,5854.31,3467.51,848.0,2792.15,8310.29,2457.96,3547.27
2007-05-08,4921.3,6544.13,5507.55,2996.23,5864.5,2121.63,5767.6,3441.8,852.16,2791.21,8225.01,2428.69,3530.39
2007-05-09,4924.08,6664.15,5465.83,3003.67,5858.31,2131.02,5794.7,3445.76,880.36,2789.51,8217.81,2467.3,3558.31
2007-05-10,4908.99,6671.71,5453.95,3000.78,5906.93,2127.6,5815.08,3453.57,877.52,2827.87,8096.61,2486.03,3523.91
2007-05-11,4920.88,6716.03,5495.88,2968.67,5834.88,2137.64,5833.87,3475.92,882.06,2822.34,8157.44,2496.48,3550.63
2007-05-14,4990.55,6911.46,5500.98,2996.31,5882.9,2133.74,5925.09,3522.26,907.47,2863.42,8347.24,2565.97,3590.7
2007-05-15,4973.65,7033.01,5442.06,3001.08,5905.33,2129.2,5957.87,3538.6,919.7,2873.17,8282.99,2600.39,3588.4
2007-05-16,5034.79,7254.26,5422.54,3013.43,5988.14,2146.52,6031.08,3571.34,981.34,2885.42,8390.26,2672.24,3666.1
2007-05-17,5093.9,7420.57,5504.06,3021.59,6035.34,2134.64,6081.43,3601.99,1015.01,2882.52,8565.52,2730.11,3705.73
2007-05-18,5087.8,7444.12,5515.79,3023.7,6083.51,2097.4,6099.39,3608.9,1010.28,2850.21,8533.02,2747.24,3697.19
2007-05-21,5143.81,7562.87,5445.63,3062.23,6208.0,2089.97,6158.66,3637.48,1007.82,2919.7,8731.66,2790.89,3716.15
2007-05-22,5164.58,7521.75,5431.64,3083.89,6245.45,2102.75,6200.04,3632.51,1003.76,2937.15,8735.74,2797.26,3745.15
2007-05-23,5126.07,7465.83,5412.15,3071.31,6168.18,2077.31,6148.42,3623.64,992.6,2924.21,8657.53,2771.85,3726.99
2007-05-24,5076.21,7346.97,5412.71,3029.12,6187.86,2083.06,6131.84,3609.78,978.45,2910.66,8610.1,2730.38,3719.4
2007-05-25,5128.42,7337.09,5519.44,3033.42,6214.61,2093.24,6148.8,3632.13,974.16,2918.39,8657.98,2741.17,3767.18
2007-05-28,5138.56,7436.01,5483.77,3069.42,6268.68,2118.32,6227.0,3669.62,1021.64,2903.15,8678.72,2782.08,3788.82
2007-05-29,5182.87,7457.49,5484.7,3122.05,6279.27,2131.02,6258.68,3690.87,1036.67,2910.45,8740.32,2782.1,3841.14
2007-05-30,5130.23,7390.46,5395.46,3080.44,6152.8,2126.33,6173.15,3661.19,999.32,2856.56,8669.3,2762.36,3796.08
2007-05-31,5185.95,7484.0,5425.1,3105.44,6249.67,2151.94,6222.49,3696.38,1009.54,2880.08,8694.19,2806.8,3824.87
2007-06-01,5188.58,7579.02,5478.75,3126.05,6187.05,2169.64,6270.94,3726.62,1017.55,2882.09,8662.47,2831.3,3832.15
2007-06-04,5152.36,7631.15,5415.57,3105.32,6169.1,2140.02,6259.04,3705.5,1011.79,2924.25,8605.31,2851.86,3812.95
2007-06-05,5173.61,7731.14,5459.61,3118.52,6110.76,2138.44,6280.37,3724.16,1000.21,2935.2,8610.98,2878.64,3836.07
2007-06-06,5069.99,7485.51,5431.77,3066.3,6027.94,2095.45,6183.08,3685.57,971.41,2866.16,8355.55,2792.23,3773.39
2007-06-07,5047.71,7386.43,5524.6,3043.31,5941.75,2066.65,6183.85,3700.14,963.28,2845.85,8275.54,2765.39,3764.81
2007-06-08,5007.87,7316.85,5553.65,3019.84,5851.64,2013.05,6165.93,3677.04,923.86,2806.76,8251.68,2730.36,3713.32
2007-06-11,5008.59,7297.36,5556.65,3030.16,5871.06,2018.66,6140.92,3664.53,920.93,2813.37,8262.79,2728.56,3707.43
2007-06-12,5021.28,7283.98,5520.39,3017.53,5880.32,1997.62,6100.04,3634.22,884.5,2842.72,8304.93,2739.66,3676.56
2007-06-13,4971.76,7201.03,5492.62,3023.56,5818.64,1992.29,6077.03,3627.85,886.5,2813.17,8243.79,2714.69,3642.93
2007-06-14,5042.38,7296.15,5542.08,3055.94,5838.81,2010.71,6202.58,3687.79,932.16,2887.45,8341.08,2767.91,3718.39
2007-06-15,5044.9,7362.55,5496.39,3060.09,5867.95,2015.48,6240.16,3698.75,929.89,2900.09,8289.54,2778.63,3732.65
2007-06-18,5015.45,7360.41,5430.0,3018.87,5866.0,1998.56,6229.07,3709.69,909.45,2886.81,8265.9,2776.82,3701.68
2007-06-19,5096.72,7589.94,5404.14,3023.37,5909.22,2028.57,6297.86,3771.06,929.98,2933.82,8466.26,2845.31,3762.83
2007-06-20,5138.26,7744.8,5408.43,3032.95,5931.42,2056.47,6376.17,3823.71,940.36,2997.8,8496.15,2906.19,3792.48
2007-06-21,5160.94,7794.61,5414.5,3034.61,5945.59,2063.93,6431.63,3839.7,941.34,3025.59,8507.81,2921.97,3827.3
2007-06-22,5142.38,7802.12,5369.39,3047.73,5961.27,2072.23,6435.55,3838.3,957.4,2986.41,8480.46,2937.29,3844.79
2007-06-25,5151.26,7805.1,5317.92,3007.61,5959.85,2053.69,6436.88,3839.75,956.09,2985.39,8529.74,2944.35,3872.13
2007-06-26,5183.07,7778.05,5308.06,3003.66,6000.88,2063.38,6492.83,3877.14,962.97,2990.5,8618.8,2945.57,3920.91
2007-06-27,5156.77,7738.48,5343.89,2979.68,5994.42,2041.34,6479.63,3896.53,964.23,2955.42,8540.25,2917.61,3892.14
2007-06-28,5179.91,7784.92,5356.5,2973.08,6014.66,2032.79,6503.25,3912.0,948.44,2949.3,8532.79,2950.41,3905.49
2007-06-29,5223.82,8047.96,5403.46,3007.98,6036.66,2050.4,6602.4,3931.18,954.13,2956.6,8561.53,3031.34,3961.42
2007-07-02,5218.32,8021.57,5378.92,3049.34,6007.06,2068.19,6628.64,3963.05,976.1,2950.62,8532.88,3031.32,3994.11
2007-07-03,5271.3,8187.66,5384.83,3048.63,6113.5,2075.5,6676.09,4001.68,1019.56,2985.92,8558.46,3078.17,4055.33
2007-07-04,5273.42,8163.0,5332.55,3052.81,6150.57,2095.66,6669.3,4002.11,1036.8,3007.57,8565.42,3070.48,4065.82
2007-07-05,5267.33,8141.39,5288.92,3032.09,6114.52,2112.99,6620.24,3970.71,1001.22,3013.78,8524.93,3059.68,4035.31
2007-07-06,5304.84,8109.03,5452.93,3022.46,6140.81,2116.61,6626.52,3984.85,1003.33,2991.62,8532.54,3040.28,4075.54
2007-07-09,5346.64,8200.56,5512.79,3021.97,6099.34,2112.62,6689.03,4015.98,1008.98,3031.89,8598.55,3062.15,4124.18
2007-07-10,5331.14,8137.03,5529.22,3017.8,6095.85,2140.1,6664.91,4005.69,1021.2,3052.75,8577.34,3037.53,4085.51
2007-07-11,5308.27,8113.15,5388.56,3005.09,6110.37,2130.97,6703.73,4040.61,1054.68,3094.74,8576.59,3023.5,4101.27
2007-07-12,5379.66,8258.05,5404.74,3034.97,6162.31,2166.32,6809.91,4086.22,1087.86,3211.4,8634.11,3077.52,4205.62
2007-07-13,5450.57,8334.83,5396.05,3021.94,6158.14,2191.14,6863.01,4097.49,1075.37,3395.83,8767.2,3104.32,4205.96
2007-07-16,5462.01,8479.25,5340.35,2987.81,6150.65,2195.64,6926.52,4115.27,1097.17,3401.36,8786.1,3143.32,4205.16
2007-07-17,5443.84,8408.14,5386.31,2996.6,6158.74,2172.36,6895.38,4093.35,1108.54,3330.6,8860.02,3126.28,4150.44
2007-07-18,5447.23,8440.44,5390.14,2991.15,6135.65,2183.46,6881.18,4079.08,1101.72,3343.38,8795.59,3120.43,4167.09
2007-07-19,5522.95,8522.95,5440.81,2995.46,6167.8,2216.65,6946.3,4113.17,1092.93,3371.13,8975.26,3146.52,4213.95
2007-07-20,5527.74,8461.63,5401.26,2978.08,6130.19,2211.5,6935.79,4121.1,1114.19,3412.25,8931.35,3138.45,4260.03
2007-07-23,5592.26,8449.39,5408.97,2953.28,6279.88,2235.04,7001.13,4133.73,1132.81,3429.96,9051.59,3135.08,4377.63
2007-07-24,5593.96,8448.56,5408.85,2927.22,6148.94,2207.79,6950.45,4114.63,1147.96,3448.46,9124.95,3125.73,4411.59
2007-07-25,5555.16,8362.41,5338.23,2888.48,6365.81,2168.96,6868.52,4098.49,1119.1,3374.28,9177.76,3107.19,4376.71
2007-07-26,5592.81,8278.65,5454.56,2940.32,6441.83,2206.19,6889.43,4121.95,1146.93,3388.85,9287.65,3106.4,4347.68
2007-07-27,5381.97,7998.47,5298.9,2874.53,6379.49,2137.76,6674.83,4016.17,1086.33,3213.25,8925.41,2970.58,4158.87
2007-07-30,5375.74,8155.06,5251.06,2869.5,6457.39,2135.25,6692.54,4030.95,1052.41,3171.13,8936.3,3011.1,4143.01
2007-07-31,5483.25,8272.86,5294.38,2906.82,6547.92,2135.95,6835.73,4083.41,1082.56,3281.42,9090.97,3083.47,4270.67
2007-08-01,5261.69,7925.27,5109.76,2812.12,6354.26,2072.22,6554.62,3921.32,1001.39,3133.37,8726.87,2948.65,4064.15
2007-08-02,5274.76,8070.7,5026.78,2830.28,6372.41,2064.32,6597.54,3938.78,1029.77,3137.03,8740.61,2977.09,4113.75
2007-08-03,5330.23,8184.68,5085.62,2840.14,6471.68,2084.28,6696.15,3992.36,1051.08,3188.15,8825.32,3036.02,4173.25
2007-08-06,5255.08,8145.57,4990.79,2814.32,6461.26,2058.19,6612.84,3946.33,1020.8,3147.71,8713.22,3003.31,4093.83
2007-08-07,5276.76,8147.48,5020.3,2852.83,6412.63,2063.02,6660.18,3977.76,1021.57,3121.42,8825.23,3006.72,4137.43
2007-08-08,5406.51,8318.65,5212.25,2891.95,6469.9,2088.39,6781.74,4024.95,1040.58,3186.71,9053.22,3080.49,4221.17
2007-08-09,5335.14,8163.9,5150.43,2865.26,6359.41,2072.7,6650.99,3968.12,1026.57,3175.41,8883.28,3021.55,4166.16
2007-08-10,5250.51,7935.66,5179.62,2828.96,6313.83,2059.01,6571.87,3954.37,998.8,3119.56,8707.31,2942.6,4073.01
2007-08-13,5299.34,7975.9,5158.21,2862.66,6411.28,2095.71,6637.17,3992.89,1003.0,3157.87,8794.31,2971.67,4117.19
2007-08-14,5295.27,8002.88,5159.0,2857.29,6378.67,2087.9,6640.71,3977.13,1013.44,3153.27,8877.46,2967.39,4129.81
2007-08-16,5063.42,7529.33,5009.74,2784.1,6159.19,2023.45,6379.29,3851.82,958.48,2991.62,8538.64,2803.7,3916.22
2007-08-17,4978.73,7457.5,4896.66,2762.64,6050.31,1983.25,6255.03,3799.5,963.54,2874.4,8377.09,2783.03,3869.15
2007-08-20,5101.1,7751.12,4871.53,2819.44,6151.79,2004.23,6350.67,3856.31,985.86,2990.42,8581.5,2872.07,3962.96
2007-08-21,4938.51,7415.53,4688.6,2737.58,5993.94,1953.29,6110.23,3733.64,941.53,2896.03,8321.95,2762.73,3842.21
2007-08-22,5033.64,7437.5,4740.83,2720.48,6126.24,1951.82,6158.22,3747.69,936.73,2955.24,8432.65,2781.72,3933.87
2007-08-23,4987.63,7272.01,4713.09,2691.76,6172.49,1944.17,6117.48,3717.83,925.86,2925.15,8298.94,2743.45,3915.48
2007-08-24,5078.77,7375.06,4768.56,2719.21,6216.45,1990.75,6227.56,3779.59,927.69,2999.5,8462.86,2776.52,3995.58
2007-08-27,5215.11,7727.66,4831.5,2761.33,6336.24,2043.45,6422.63,3874.62,977.25,3087.4,8671.38,2902.64,4128.0
2007-08-28,5237.01,7743.96,4908.94,2766.38,6400.41,2039.68,6474.57,3896.86,982.57,3122.94,8730.17,2904.17,4136.48
2007-08-29,5283.81,7772.37,4895.27,2751.44,6411.27,2052.83,6511.73,3920.93,982.71,3247.46,8811.66,2906.36,4151.13
2007-08-30,5348.64,7847.78,4952.19,2788.17,6471.15,2087.79,6547.95,3948.75,971.1,3293.04,8868.5,2938.47,4183.29
2007-08-31,5411.29,7971.24,5011.73,2836.19,6519.13,2124.96,6693.86,4030.35,984.88,3356.37,9091.37,2988.06,4234.75
2007-09-03,5424.33,8088.5,5024.11,2890.61,6610.07,2136.87,6807.88,4089.29,998.64,3359.3,9207.93,3033.2,4303.54
2007-09-04,5430.49,8121.45,5025.3,2941.86,6602.85,2125.22,6829.8,4123.15,1015.0,3342.48,9209.64,3055.26,4292.08
2007-09-05,5426.37,8092.79,5053.36,2965.1,6629.05,2124.13,6830.33,4127.0,1021.06,3340.12,9230.79,3048.22,4292.54
2007-09-06,5478.17,8201.69,5082.97,2986.12,6705.82,2149.66,6877.5,4166.71,1026.13,3385.86,9309.35,3095.66,4308.91
2007-09-07,5467.13,8170.77,5067.31,2974.49,6736.94,2131.27,6879.5,4145.03,1019.95,3358.74,9307.37,3088.9,4303.75
2007-09-10,5470.46,8203.48,4959.9,2984.32,6842.91,2136.61,6909.64,4172.78,1025.94,3368.18,9427.3,3089.52,4326.74
2007-09-11,5457.35,8138.11,4859.25,2979.72,6906.93,2118.66,6928.53,4158.02,1028.52,3387.88,9492.17,3075.44,4362.87
2007-09-12,5457.12,8100.85,4826.83,2960.33,6869.46,2120.53,6953.58,4181.08,1040.89,3435.39,9472.87,3084.73,4346.17
2007-09-13,5496.07,8243.9,4874.51,2963.2,6836.13,2149.71,7021.56,4201.92,1067.64,3429.81,9550.77,3142.74,4384.53
2007-09-14,5483.09,8253.39,4833.4,2938.99,6859.43,2127.16,6959.13,4186.42,1085.42,3449.2,9485.31,3151.76,4335.43
2007-09-17,5454.74,8235.42,4762.54,2946.19,6940.69,2133.7,6994.4,4215.43,1079.93,3461.94,9459.66,3132.62,4306.77
2007-09-18,5517.33,8429.51,4765.87,2935.35,6947.94,2148.57,7085.77,4251.23,1089.57,3496.76,9580.81,3196.37,4352.81
2007-09-19,5743.32,8838.11,4860.15,2962.94,7080.35,2218.52,7223.75,4334.03,1149.35,3648.55,9996.31,3365.17,4495.02
2007-09-20,5761.77,8824.14,4754.75,2938.7,7113.7,2233.55,7296.5,4314.88,1227.35,3714.61,10089.27,3363.51,4571.17
2007-09-21,5871.0,8912.92,4794.15,2911.93,7089.71,2259.76,7340.85,4314.8,1243.94,3761.72,10379.17,3395.4,4625.7
2007-09-24,5985.91,9135.49,4748.74,2909.48,7083.67,2306.22,7427.7,4340.69,1268.88,3839.61,10725.2,3470.72,4767.59
2007-09-25,5993.99,9109.52,4728.3,2935.8,7098.53,2290.29,7421.21,4342.89,1233.4,3879.56,10781.19,3457.35,4753.55
2007-09-26,5995.94,9260.87,4897.8,2930.62,7041.4,2275.47,7471.82,4362.22,1222.75,3898.11,10653.89,3503.47,4712.83
2007-09-27,6068.83,9353.7,5015.29,2961.44,6959.55,2298.32,7453.22,4364.0,1230.12,3989.18,10738.07,3543.59,4730.05
2007-09-28,6094.11,9602.72,5002.79,3018.83,7092.06,2325.23,7612.91,4401.42,1253.89,4091.88,10742.96,3630.07,4730.55
2007-10-01,6151.88,9537.41,4963.98,3044.24,7100.49,2321.85,7718.01,4453.87,1253.51,4094.04,11092.68,3645.99,4844.43
2007-10-03,6323.99,9669.23,5123.45,3024.01,7105.3,2350.62,7738.07,4457.73,1323.81,4183.24,11483.55,3708.55,5023.08
2007-10-04,6321.38,9595.2,5110.89,3035.71,7120.84,2362.41,7734.69,4470.6,1333.47,4230.3,11518.5,3664.24,5080.54
2007-10-05,6293.71,9367.55,5069.65,3028.6,6986.15,2338.41,7660.86,4441.23,1314.28,4173.29,11433.41,3568.45,5084.57
2007-10-08,6171.46,9106.24,5098.24,2943.82,6886.41,2297.89,7397.35,4277.02,1262.59,4041.56,11025.86,3492.12,4971.82
2007-10-09,6465.33,9427.97,5222.68,2974.77,7094.35,2370.49,7600.66,4391.99,1327.19,4199.67,11702.46,3629.1,5240.11
2007-10-10,6603.91,9588.93,5385.38,3006.78,7088.96,2378.04,7678.87,4453.6,1353.9,4312.89,11889.4,3675.86,5410.87
2007-10-11,6705.13,9741.94,5151.81,3076.72,7218.71,2435.46,7794.61,4506.97,1385.01,4466.77,12134.26,3751.8,5537.6
2007-10-12,6587.9,9473.52,5079.45,3029.81,7067.17,2396.74,7684.13,4497.99,1341.97,4462.78,12011.82,3647.45,5407.68
2007-10-15,6881.82,9894.18,5115.59,3058.45,7114.45,2443.62,7885.63,4619.96,1367.74,4899.17,12648.25,3794.28,5644.55
2007-10-16,6878.92,10092.28,5036.34,3057.64,7059.01,2434.14,7910.13,4677.05,1373.67,4891.13,12744.02,3868.95,5720.55
2007-10-17,6746.99,9671.62,5084.72,2997.66,6917.2,2392.75,7713.4,4601.73,1321.98,4796.4,12408.99,3714.67,5557.64
2007-10-18,6494.74,9085.16,5110.35,3024.67,6864.19,2361.58,7536.35,4471.41,1266.24,4595.3,11946.03,3488.41,5255.71
2007-10-19,6330.03,8864.32,5099.69,2981.89,6672.07,2320.29,7304.97,4370.86,1217.85,4442.04,11546.76,3412.74,5053.28
2007-10-22,6292.55,9036.5,5009.65,3001.25,6720.5,2315.36,7390.01,4376.35,1209.33,4375.16,11424.32,3503.15,5002.29
2007-10-23,6644.48,9673.05,5010.41,3077.55,6994.78,2375.56,7740.78,4519.22,1283.43,4640.34,12197.54,3701.87,5399.4
2007-10-24,6671.7,9825.35,4957.87,3062.61,7009.72,2358.81,7821.27,4584.42,1318.95,4708.81,12271.52,3760.38,5468.37
2007-10-25,6760.63,10064.16,4968.28,3042.45,7033.63,2407.8,7888.54,4664.49,1322.55,4891.92,12338.36,3841.2,5520.39
2007-10-26,6922.5,10447.74,5029.24,3065.77,7019.76,2454.81,8086.93,4759.86,1349.87,5021.65,12687.26,3967.82,5657.49
2007-10-29,7169.67,10747.27,5066.95,3099.26,7149.22,2476.3,8230.16,4831.82,1386.71,5175.89,13262.37,4131.73,5844.23
2007-10-30,7124.58,10667.74,5029.4,3093.62,7095.18,2394.61,8203.6,4803.19,1415.95,5152.92,13232.26,4133.49,5880.1
2007-10-31,7163.3,10762.07,4997.29,3118.74,6950.39,2404.7,8264.83,4881.98,1419.87,5289.73,13485.84,4167.6,5915.75
2007-11-01,7121.96,10983.51,4953.69,3135.46,6667.01,2354.94,8159.78,4818.18,1382.83,5206.01,13505.96,4172.37,5822.55
2007-11-02,7202.01,11415.87,4946.61,3143.01,6741.55,2363.98,8234.65,4861.82,1397.73,5230.07,13794.06,4301.5,5856.35
2007-11-05,7098.67,11221.06,4879.03,3114.78,6662.04,2333.2,8290.99,4881.19,1406.29,5137.35,13550.9,4217.2,5880.2
2007-11-06,7024.91,11004.64,4852.45,3107.4,6707.77,2319.4,8240.96,4869.38,1411.15,5109.41,13386.88,4147.18,5848.14
2007-11-07,7021.12,10854.07,4704.22,3111.57,6681.73,2320.07,8214.24,4822.1,1399.46,5149.73,13555.72,4118.63,5815.15
2007-11-08,6919.65,10598.61,4651.83,3116.18,6675.38,2294.91,8145.06,4805.67,1369.67,5048.64,13390.07,4058.69,5744.09
2007-11-09,6876.51,10460.7,4602.87,3102.44,6646.63,2282.93,8194.71,4870.73,1369.14,5001.33,13402.12,4006.27,5730.8
2007-11-12,6820.5,10457.65,4516.3,3098.73,6800.86,2251.57,8109.73,4872.28,1327.29,4984.49,13229.56,4022.2,5732.6
2007-11-13,6915.56,10818.01,4464.0,3094.86,6822.64,2264.16,8268.94,4929.6,1356.15,5075.97,13424.5,4129.08,5902.63
2007-11-14,7209.99,11478.38,4657.3,3170.33,6956.39,2325.62,8530.56,5021.68,1397.99,5324.38,14009.4,4393.6,6073.04
2007-11-15,7178.71,11289.3,4573.44,3153.93,7079.85,2325.69,8715.34,5071.64,1427.12,5337.31,13985.2,4338.89,6089.0
2007-11-16,7172.31,11312.53,4561.54,3129.23,7341.7,2331.97,8819.53,5132.17,1424.99,5259.84,13992.28,4340.84,6056.14
2007-11-19,7173.27,11219.51,4578.54,3186.71,7392.47,2387.52,9072.77,5285.46,1451.48,5291.86,13960.52,4331.44,6120.63
2007-11-20,7019.36,11078.14,4463.56,3146.54,7316.65,2350.2,8880.44,5267.25,1417.68,5175.7,13596.91,4251.55,5993.47
2007-11-21,6752.41,10543.15,4380.78,3059.96,6999.08,2279.27,8471.47,5054.21,1350.12,4863.22,13030.95,4061.43,5676.71
2007-11-22,6701.81,10744.94,4351.11,3077.2,6962.81,2273.58,8325.34,4957.45,1284.94,4779.99,12828.42,4144.94,5555.87
2007-11-23,6810.16,10719.98,4419.75,3066.77,7045.5,2308.11,8460.48,5032.68,1324.36,4924.7,13059.85,4159.24,5722.14
2007-11-26,6959.61,10892.58,4517.34,3103.25,7151.7,2327.16,8607.06,5159.61,1364.5,5217.33,13325.36,4228.75,5852.01
2007-11-27,6918.92,10830.85,4542.09,3087.0,7138.0,2348.29,8687.28,5138.86,1387.8,5186.2,13200.9,4223.49,5816.38
2007-11-28,6821.04,10711.57,4496.7,3060.47,7123.51,2373.35,8594.35,5162.37,1367.11,5077.66,12957.19,4175.37,5757.38
2007-11-29,6841.75,10894.91,4467.84,3034.16,7084.37,2378.98,8564.45,5121.34,1390.76,5060.51,13041.08,4227.51,5719.77
2007-11-30,6997.6,11195.03,4621.03,3052.25,7216.82,2394.9,8869.41,5224.73,1441.45,5313.25,13328.1,4322.04,5877.55
2007-12-03,7121.74,11221.06,4733.49,3076.5,7262.34,2425.85,9106.91,5338.79,1462.78,5471.02,13609.81,4351.29,6011.47
2007-12-04,7113.64,11184.7,4724.7,3078.06,7309.43,2481.51,9219.2,5446.19,1457.02,5657.41,13508.76,4343.91,6026.36
2007-12-05,7212.82,11440.47,4721.69,3146.19,7337.21,2507.66,9394.34,5533.74,1488.95,5720.07,13852.18,4413.61,6104.43
2007-12-06,7230.63,11486.86,4751.05,3166.11,7354.8,2508.2,9396.94,5540.8,1535.65,5685.21,13794.75,4432.67,6149.11
2007-12-07,7254.45,11696.95,4913.35,3192.66,7290.6,2485.32,9403.55,5548.75,1560.04,5606.0,13709.26,4524.02,6159.79
2007-12-10,7237.85,11778.74,4879.68,3178.86,7234.43,2501.61,9483.82,5593.05,1592.39,5568.83,13708.49,4536.24,6147.18
2007-12-11,7403.77,12048.71,4891.05,3232.25,7282.34,2544.19,9622.13,5633.96,1642.24,5685.46,13986.83,4630.98,6277.86
2007-12-12,7479.08,12008.12,4857.12,3346.61,7342.44,2547.2,9808.26,5728.85,1700.0,5880.36,14188.39,4678.72,6377.09
2007-12-13,7356.2,11845.43,4776.53,3333.8,7455.95,2540.27,9836.72,5750.08,1682.88,5882.89,13935.02,4640.86,6250.43
