date,TRI_NIFTY_50_TotalReturnsIndex,TRI_NIFTY_BANK_TotalReturnsIndex,TRI_NIFTY_IT_TotalReturnsIndex,TRI_NIFTY_PHARMA_TotalReturnsIndex,TRI_NIFTY_FMCG_TotalReturnsIndex,TRI_NIFTY_AUTO_TotalReturnsIndex,TRI_NIFTY_MIDCAP_100_TotalReturnsIndex,TRI_NIFTY_SMALLCAP_100_TotalReturnsIndex,TRI_NIFTY_REALTY_TotalReturnsIndex,TRI_NIFTY_METAL_TotalReturnsIndex,TRI_NIFTY_ENERGY_TotalReturnsIndex,TRI_NIFTY_FIN_SERVICE_TotalReturnsIndex,TRI_NIFTY_INFRA_TotalReturnsIndex
2001-05-29,1288.62,1078.0,2087.06,872.75,2668.02,,,,,,1219.68,,
2001-05-30,1266.96,1059.73,1947.39,880.16,2682.67,,,,,,1196.77,,
2001-05-31,1256.58,1053.71,1905.04,882.98,2673.24,,,,,,1202.0,,
2001-06-01,1235.22,1039.95,1883.25,877.64,2619.63,,,,,,1195.18,,
2001-06-04,1212.79,1030.89,1781.77,874.93,2561.52,,,,,,1171.2,,
2001-06-05,1200.31,1016.5,1799.67,859.04,2521.06,,,,,,1169.59,,
2001-06-06,1200.42,1029.93,1834.95,861.92,2520.87,,,,,,1171.46,,
2001-06-07,1196.81,1053.57,1853.38,852.95,2519.94,,,,,,1160.24,,
2001-06-08,1212.14,1056.89,1915.32,854.02,2519.92,,,,,,1177.82,,
2001-06-11,1216.98,1061.26,1885.42,865.43,2562.62,,,,,,1182.77,,
2001-06-12,1212.73,1038.34,1910.47,867.42,2572.88,,,,,,1186.05,,
2001-06-13,1215.82,1050.98,1907.71,868.03,2581.27,,,,,,1207.02,,
2001-06-14,1198.32,1031.92,1840.13,864.17,2583.12,,,,,,1195.56,,
2001-06-15,1171.4,1013.59,1721.98,846.83,2588.38,,,,,,1189.89,,
2001-06-18,1161.22,997.17,1710.69,838.25,2602.16,,,,,,1158.9,,
2001-06-19,1180.98,1028.12,1720.99,842.58,2666.1,,,,,,1186.39,,
2001-06-20,1182.7,1045.88,1664.58,848.42,2680.33,,,,,,1200.59,,
2001-06-21,1180.11,1051.98,1677.29,847.93,2680.53,,,,,,1174.83,,
2001-06-22,1171.98,1039.27,1641.7,851.84,2666.96,,,,,,1151.88,,
2001-06-25,1149.73,999.6,1484.73,845.17,2619.92,,,,,,1136.46,,
2001-06-26,1181.62,1013.47,1592.65,874.96,2634.92,,,,,,1151.65,,
2001-06-27,1181.08,1014.22,1615.93,863.36,2608.05,,,,,,1163.51,,
2001-06-28,1178.82,1015.4,1615.51,867.66,2601.38,,,,,,1161.51,,
2001-06-29,1193.8,1009.57,1637.07,864.55,2646.03,,,,,,1170.28,,
2001-07-02,1187.42,1020.5,1609.42,853.57,2622.66,,,,,,1150.31,,
2001-07-03,1154.04,1017.71,1506.89,839.2,2636.58,,,,,,1111.34,,
2001-07-04,1152.35,1024.96,1556.85,836.37,2608.78,,,,,,1116.24,,
2001-07-05,1154.35,1024.85,1517.26,828.83,2596.33,,,,,,1127.81,,
2001-07-06,1150.26,1014.83,1539.47,836.17,2593.35,,,,,,1107.66,,
2001-07-09,1144.6,1011.17,1463.0,842.71,2601.89,,,,,,1112.61,,
2001-07-10,1158.15,1005.44,1485.5,860.05,2620.29,,,,,,1129.14,,
2001-07-11,1170.68,1016.52,1553.46,875.76,2639.11,,,,,,1139.34,,
2001-07-12,1194.29,1040.75,1658.62,877.15,2721.52,,,,,,1127.28,,
2001-07-13,1199.64,1039.99,1589.43,885.89,2793.02,,,,,,1151.04,,
2001-07-16,1194.34,1046.17,1586.42,871.68,2813.5,,,,,,1138.14,,
2001-07-17,1191.7,1039.13,1573.02,866.74,2812.94,,,,,,1141.63,,
2001-07-18,1179.65,1042.89,1618.1,860.72,2773.15,,,,,,1129.72,,
2001-07-19,1173.12,1040.12,1606.52,864.34,2728.25,,,,,,1120.04,,
2001-07-20,1164.48,1024.15,1606.68,850.09,2747.08,,,,,,1102.79,,
2001-07-23,1156.86,1021.01,1559.33,861.8,2745.81,,,,,,1099.72,,
2001-07-24,1158.92,1007.88,1566.22,865.08,2751.01,,,,,,1085.63,,
2001-07-25,1149.9,1002.14,1549.68,846.82,2773.24,,,,,,1077.11,,
2001-07-26,1138.23,989.45,1537.67,856.34,2743.32,,,,,,1058.7,,
2001-07-27,1136.39,1011.6,1537.36,846.32,2723.19,,,,,,1072.9,,
2001-07-30,1147.35,1004.81,1540.29,864.46,2732.4,,,,,,1092.72,,
2001-07-31,1159.68,999.1,1604.45,866.22,2795.48,,,,,,1102.23,,
2001-08-01,1149.19,1010.22,1602.84,879.59,2720.79,,,,,,1073.83,,
2001-08-02,1152.44,1010.81,1656.37,876.81,2685.06,,,,,,1089.01,,
2001-08-03,1161.74,1006.68,1677.13,886.46,2698.32,,,,,,1088.51,,
2001-08-06,1162.75,1004.93,1652.6,895.67,2705.85,,,,,,1099.8,,
2001-08-07,1159.45,1002.03,1643.47,899.99,2672.73,,,,,,1106.81,,
2001-08-08,1155.01,987.59,1640.08,900.77,2677.17,,,,,,1106.17,,
2001-08-09,1157.88,980.27,1606.48,898.59,2715.17,,,,,,1109.33,,
2001-08-10,1158.42,991.83,1562.8,883.25,2675.14,,,,,,1114.01,,
2001-08-13,1149.61,1001.89,1549.11,879.5,2667.84,,,,,,1098.09,,
2001-08-14,1163.12,1013.96,1609.14,889.13,2711.39,,,,,,1098.82,,
2001-08-16,1166.85,1005.79,1633.96,873.5,2726.13,,,,,,1105.45,,
2001-08-17,1156.31,1008.72,1595.98,888.41,2699.71,,,,,,1099.33,,
2001-08-20,1150.47,1002.78,1601.66,879.38,2709.08,,,,,,1089.84,,
2001-08-21,1157.1,992.96,1589.88,884.03,2733.27,,,,,,1092.55,,
2001-08-23,1160.24,991.03,1601.01,911.94,2734.21,,,,,,1084.93,,
2001-08-24,1157.89,992.18,1651.72,927.11,2703.02,,,,,,1080.86,,
2001-08-27,1161.57,992.09,1701.09,927.31,2716.72,,,,,,1079.14,,
2001-08-28,1159.51,982.2,1687.12,941.04,2701.06,,,,,,1080.08,,
2001-08-29,1156.32,983.98,1659.52,942.1,2699.46,,,,,,1084.43,,
2001-08-30,1152.75,975.67,1675.59,940.85,2688.21,,,,,,1086.39,,
2001-08-31,1141.48,976.99,1579.51,930.15,2697.17,,,,,,1070.24,,
2001-09-03,1135.58,977.84,1533.33,935.08,2695.41,,,,,,1065.98,,
2001-09-04,1135.75,964.54,1598.68,928.28,2694.48,,,,,,1062.59,,
2001-09-05,1132.64,964.4,1540.01,974.45,2697.46,,,,,,1059.18,,
2001-09-06,1124.04,953.88,1532.63,989.3,2666.78,,,,,,1045.88,,
2001-09-07,1123.37,948.3,1555.91,1000.61,2652.49,,,,,,1038.97,,
2001-09-10,1121.42,943.17,1543.03,996.72,2640.69,,,,,,1031.5,,
2001-09-11,1110.56,935.83,1577.88,986.9,2605.72,,,,,,1022.9,,
2001-09-12,1065.86,898.85,1493.62,976.4,2554.5,,,,,,991.6,,
2001-09-13,1054.46,894.96,1460.2,946.46,2535.97,,,,,,983.8,,
2001-09-14,998.03,851.85,1325.84,905.51,2480.79,,,,,,915.36,,
2001-09-17,946.54,785.96,1148.15,878.09,2359.89,,,,,,877.47,,
2001-09-18,976.87,822.82,1144.77,913.48,2480.48,,,,,,897.47,,
2001-09-19,989.98,835.52,1085.71,941.72,2526.05,,,,,,894.7,,
2001-09-20,975.44,817.62,1051.8,929.66,2512.99,,,,,,888.79,,
2001-09-21,927.03,773.32,980.25,911.12,2361.18,,,,,,856.24,,
2001-09-24,943.15,779.7,1091.36,897.33,2395.75,,,,,,869.05,,
2001-09-25,934.85,783.44,1075.1,890.43,2352.41,,,,,,862.23,,
2001-09-26,948.2,792.87,1181.59,897.82,2355.71,,,,,,901.78,,
2001-09-27,965.88,809.3,1071.36,904.48,2417.66,,,,,,926.45,,
2001-09-28,991.77,829.75,1095.78,914.66,2459.9,,,,,,973.12,,
2001-10-01,987.7,842.53,1066.92,911.32,2495.42,,,,,,947.79,,
2001-10-03,976.36,832.06,965.74,903.06,2508.55,,,,,,941.67,,
2001-10-04,989.38,840.37,1036.86,913.98,2503.6,,,,,,953.97,,
2001-10-05,992.58,849.0,1044.16,927.41,2500.36,,,,,,965.25,,
2001-10-08,978.94,838.83,1005.11,914.11,2456.28,,,,,,947.78,,
2001-10-09,990.61,844.65,1018.13,922.38,2495.81,,,,,,957.89,,
2001-10-10,1020.62,857.02,1076.58,929.67,2656.18,,,,,,961.96,,
2001-10-11,1036.41,871.28,1150.92,918.89,2637.26,,,,,,976.27,,
2001-10-12,1042.38,892.79,1186.4,924.82,2610.69,,,,,,979.18,,
2001-10-15,1045.64,889.49,1158.28,937.97,2607.64,,,,,,983.49,,
2001-10-16,1054.16,889.55,1230.99,935.93,2628.68,,,,,,982.96,,
2001-10-17,1070.44,897.84,1277.5,960.73,2665.06,,,,,,997.73,,
2001-10-18,1055.03,886.78,1207.22,956.17,2611.89,,,,,,988.29,,
2001-10-19,1060.02,891.42,1239.28,976.43,2606.93,,,,,,997.43,,
2001-10-22,1059.93,903.33,1269.97,953.28,2560.57,,,,,,997.86,,
2001-10-23,1078.17,913.28,1284.37,968.33,2614.28,,,,,,1003.48,,
2001-10-24,1076.0,919.85,1261.73,993.76,2587.82,,,,,,1001.51,,
2001-10-25,1067.68,919.98,1260.67,1004.69,2547.9,,,,,,996.23,,
2001-10-29,1061.44,929.01,1269.41,983.7,2542.03,,,,,,992.85,,
2001-10-30,1045.91,912.98,1203.99,979.12,2531.41,,,,,,980.48,,
2001-10-31,1055.47,910.01,1221.46,980.27,2579.46,,,,,,980.88,,
2001-11-01,1079.47,926.28,1233.71,1005.93,2618.44,,,,,,991.59,,
2001-11-02,1083.38,937.85,1201.52,993.42,2597.7,,,,,,1005.9,,
2001-11-05,1076.27,949.83,1203.19,988.46,2558.99,,,,,,1002.79,,
2001-11-06,1088.05,957.03,1269.88,1001.95,2594.86,,,,,,1008.51,,
2001-11-07,1072.41,948.43,1231.01,993.94,2570.5,,,,,,997.66,,
2001-11-08,1083.49,945.32,1242.24,1010.49,2595.06,,,,,,1026.71,,
2001-11-09,1090.38,944.46,1265.53,1008.34,2590.14,,,,,,1012.33,,
2001-11-12,1097.97,944.94,1278.4,1004.17,2607.39,,,,,,1025.57,,
2001-11-13,1091.99,945.13,1267.07,997.56,2596.09,,,,,,1027.38,,
2001-11-14,1103.29,948.23,1293.23,1004.0,2611.62,,,,,,1042.42,,
2001-11-15,1124.9,951.33,1406.86,1017.64,2651.95,,,,,,1046.93,,
2001-11-19,1160.17,952.74,1522.72,992.21,2684.39,,,,,,1086.55,,
2001-11-20,1140.67,965.49,1536.98,965.5,2622.7,,,,,,1058.98,,
2001-11-21,1147.35,955.62,1551.28,972.72,2644.55,,,,,,1075.5,,
2001-11-22,1153.97,963.2,1572.31,988.03,2647.48,,,,,,1079.92,,
2001-11-23,1150.23,961.98,1570.21,983.88,2641.9,,,,,,1080.82,,
2001-11-26,1173.69,975.31,1711.48,988.35,2639.06,,,,,,1090.35,,
2001-11-27,1168.75,994.01,1704.59,1004.79,2618.87,,,,,,1080.56,,
2001-11-28,1163.04,986.05,1664.49,1011.7,2600.6,,,,,,1077.61,,
2001-11-29,1159.08,965.07,1688.24,1009.97,2585.38,,,,,,1069.46,,
2001-12-03,1157.18,953.55,1704.67,1012.38,2595.69,,,,,,1074.49,,
2001-12-04,1170.54,950.3,1803.61,1010.45,2657.23,,,,,,1083.55,,
2001-12-05,1199.7,951.05,1934.51,1024.03,2691.31,,,,,,1112.36,,
2001-12-06,1206.11,964.1,1951.31,1016.76,2684.84,,,,,,1110.51,,
2001-12-07,1208.12,955.52,2025.83,1016.76,2657.33,,,,,,1122.19,,
2001-12-10,1211.32,956.95,1952.84,1024.83,2673.61,,,,,,1135.41,,
2001-12-11,1205.84,932.02,1894.37,1025.2,2676.46,,,,,,1129.81,,
2001-12-12,1203.07,927.06,1971.67,1025.88,2653.96,,,,,,1120.09,,
2001-12-13,1193.4,914.69,1915.26,1031.45,2663.61,,,,,,1116.51,,
2001-12-14,1181.56,894.44,1873.64,1026.89,2653.08,,,,,,1113.8,,
2001-12-18,1175.53,895.9,1831.27,1021.87,2648.87,,,,,,1107.3,,
2001-12-19,1152.13,883.72,1774.79,1001.78,2631.97,,,,,,1090.65,,
2001-12-20,1153.49,896.81,1852.11,995.61,2636.14,,,,,,1087.22,,
2001-12-21,1141.38,887.33,1781.54,990.94,2637.92,,,,,,1083.98,,
2001-12-24,1138.82,878.47,1878.52,988.19,2617.13,,,,,,1074.9,,
2001-12-26,1123.35,875.61,1765.33,980.19,2606.81,,,,,,1057.31,,
2001-12-27,1107.87,853.72,1685.2,965.48,2622.39,,,,,,1046.22,,
2001-12-28,1122.86,876.55,1777.87,971.61,2623.15,,,,,,1043.04,,
2001-12-31,1150.28,903.21,1839.51,983.28,2664.82,,,,,,1068.32,,
2002-01-01,1146.21,904.92,1818.45,988.8,2667.0,,,,,,1072.28,,
2002-01-02,1152.13,913.0,1860.33,1000.53,2698.8,,,,,,1075.88,,
2002-01-03,1164.62,939.0,1938.01,1001.12,2702.13,,,,,,1066.86,,
2002-01-04,1190.63,939.91,2035.48,999.34,2705.07,,,,,,1099.78,,
2002-01-07,1194.92,921.9,2107.41,1010.47,2665.63,,,,,,1097.26,,
2002-01-08,1205.51,912.9,2141.13,1016.49,2693.64,,,,,,1100.59,,
2002-01-09,1197.8,936.03,2007.9,1016.69,2660.09,,,,,,1116.56,,
2002-01-10,1192.87,934.17,1886.99,1020.57,2668.09,,,,,,1113.09,,
2002-01-11,1182.39,928.41,1794.25,1026.17,2680.85,,,,,,1115.8,,
2002-01-14,1205.47,973.56,1864.2,1041.21,2680.11,,,,,,1129.05,,
2002-01-15,1188.47,969.02,1839.6,1044.12,2637.06,,,,,,1127.68,,
2002-01-16,1184.29,975.47,1873.54,1031.71,2621.77,,,,,,1127.2,,
2002-01-17,1204.82,977.08,1958.0,1029.22,2648.39,,,,,,1130.22,,
2002-01-18,1187.38,986.26,1835.55,1036.28,2646.29,,,,,,1123.83,,
2002-01-21,1185.43,975.85,1834.9,1044.05,2653.29,,,,,,1139.36,,
2002-01-22,1187.06,983.43,1836.16,1038.78,2647.97,,,,,,1134.61,,
2002-01-23,1183.31,974.73,1799.06,1046.06,2679.7,,,,,,1144.33,,
2002-01-24,1178.86,956.74,1792.77,1038.74,2698.7,,,,,,1126.06,,
2002-01-25,1173.21,957.31,1791.1,1031.33,2681.39,,,,,,1121.75,,
2002-01-28,1163.7,976.65,1740.5,1022.53,2667.54,,,,,,1123.14,,
2002-01-29,1164.03,958.97,1773.87,1024.27,2681.89,,,,,,1130.03,,
2002-01-30,1159.47,963.72,1755.87,1022.61,2665.75,,,,,,1123.08,,
2002-01-31,1168.1,954.34,1847.95,1008.16,2664.28,,,,,,1117.08,,
2002-02-01,1175.19,960.16,1794.16,1010.94,2660.75,,,,,,1156.2,,
2002-02-04,1170.03,984.34,1802.6,1004.78,2661.37,,,,,,1190.15,,
2002-02-05,1167.15,978.87,1791.19,1002.65,2656.98,,,,,,1252.15,,
2002-02-06,1210.81,1050.23,1937.31,1012.92,2688.6,,,,,,1334.91,,
2002-02-07,1207.93,1065.13,1822.46,1001.9,2694.41,,,,,,1323.67,,
2002-02-08,1222.39,1081.51,1868.05,1022.91,2757.16,,,,,,1299.78,,
2002-02-11,1230.88,1086.13,1853.76,1020.88,2816.13,,,,,,1309.8,,
2002-02-12,1228.65,1080.15,1900.56,1027.03,2766.09,,,,,,1314.25,,
2002-02-13,1234.74,1099.28,1884.61,1032.75,2766.15,,,,,,1383.24,,
2002-02-14,1250.95,1127.46,1915.14,1029.2,2764.13,,,,,,1447.27,,
2002-02-15,1261.88,1142.73,1877.11,1025.87,2805.8,,,,,,1463.88,,
2002-02-18,1275.92,1154.55,1872.21,1061.62,2874.37,,,,,,1445.18,,
2002-02-19,1260.74,1113.96,1872.33,1049.5,2856.93,,,,,,1424.11,,
2002-02-20,1246.65,1113.7,1822.05,1046.75,2836.09,,,,,,1428.14,,
2002-02-21,1250.9,1130.23,1823.9,1055.01,2850.51,,,,,,1417.7,,
2002-02-22,1265.75,1149.04,1837.1,1076.11,2855.75,,,,,,1439.53,,
2002-02-25,1268.01,1149.23,1848.27,1098.27,2828.0,,,,,,1428.08,,
2002-02-26,1294.07,1174.8,1885.08,1115.54,2851.89,,,,,,1484.76,,
2002-02-27,1293.85,1155.0,1889.49,1097.08,2882.23,,,,,,1471.92,,
2002-02-28,1242.55,1070.97,1766.6,1067.18,2897.59,,,,,,1399.17,,
2002-03-01,1281.66,1106.82,1816.14,1081.39,2964.79,,,,,,1481.7,,
2002-03-04,1280.96,1115.89,1879.68,1087.92,2914.49,,,,,,1501.96,,
2002-03-05,1282.21,1107.56,1938.88,1080.74,2885.04,,,,,,1507.65,,
2002-03-06,1275.79,1106.75,1953.17,1078.92,2870.56,,,,,,1488.92,,
2002-03-07,1298.04,1110.48,2035.79,1092.86,2914.94,,,,,,1484.31,,
2002-03-08,1292.16,1105.75,2046.36,1091.52,2868.94,,,,,,1477.25,,
2002-03-11,1270.62,1095.52,2013.05,1088.16,2818.78,,,,,,1444.06,,
2002-03-12,1251.69,1081.21,1984.22,1080.92,2765.82,,,,,,1420.03,,
2002-03-13,1258.87,1085.38,1961.21,1099.48,2816.02,,,,,,1434.6,,
2002-03-14,1261.48,1087.34,1954.08,1106.87,2814.14,,,,,,1445.13,,
2002-03-15,1272.69,1104.44,1957.26,1107.71,2802.59,,,,,,1486.18,,
2002-03-18,1272.2,1107.62,1961.71,1102.43,2809.17,,,,,,1501.71,,
2002-03-19,1253.54,1101.78,1920.16,1103.96,2769.6,,,,,,1469.97,,
2002-03-20,1257.29,1092.44,1910.11,1103.56,2795.46,,,,,,1481.03,,
2002-03-21,1244.89,1083.73,1895.16,1101.61,2764.36,,,,,,1481.19,,
2002-03-22,1238.63,1078.2,1885.89,1104.39,2749.85,,,,,,1490.85,,
2002-03-26,1221.88,1077.46,1826.94,1099.5,2733.38,,,,,,1493.87,,
2002-03-27,1222.2,1081.72,1834.16,1106.29,2708.71,,,,,,1526.87,,
2002-03-28,1228.95,1076.29,1867.57,1112.97,2697.65,,,,,,1536.02,,
2002-04-01,1239.18,1119.97,1832.28,1126.27,2725.28,,,,,,1692.45,,
2002-04-02,1237.0,1111.4,1817.45,1136.68,2690.85,,,,,,1715.08,,
2002-04-03,1222.43,1098.38,1789.92,1149.48,2660.27,,,,,,1702.9,,
2002-04-04,1246.94,1100.75,1878.16,1139.14,2718.54,,,,,,1687.36,,
2002-04-05,1242.64,1099.56,1850.31,1141.2,2713.68,,,,,,1712.12,,
2002-04-08,1237.12,1113.78,1818.97,1152.75,2696.15,,,,,,1723.59,,
2002-04-09,1227.8,1104.17,1810.57,1147.69,2673.21,,,,,,1674.66,,
2002-04-10,1240.66,1107.39,1915.78,1140.72,2669.61,,,,,,1640.91,,
2002-04-11,1246.22,1119.0,1940.42,1145.31,2669.38,,,,,,1683.56,,
2002-04-12,1249.38,1122.06,1943.02,1141.55,2692.5,,,,,,1683.97,,
2002-04-15,1235.92,1119.43,1920.4,1118.68,2686.69,,,,,,1638.32,,
2002-04-16,1219.14,1117.74,1902.16,1127.88,2593.46,,,,,,1626.06,,
2002-04-17,1226.06,1124.32,1975.55,1128.87,2569.93,,,,,,1614.48,,
2002-04-18,1230.31,1130.71,2002.15,1124.58,2553.7,,,,,,1637.11,,
2002-04-19,1199.03,1116.91,1879.13,1106.69,2530.85,,,,,,1605.0,,
2002-04-22,1203.23,1108.26,1892.83,1105.87,2568.61,,,,,,1595.98,,
2002-04-23,1205.25,1110.5,1877.75,1109.44,2576.51,,,,,,1614.92,,
2002-04-24,1210.26,1113.93,1878.47,1123.4,2570.02,,,,,,1624.9,,
2002-04-25,1192.5,1116.13,1830.26,1121.59,2540.21,,,,,,1597.72,,
2002-04-26,1195.87,1114.41,1828.05,1122.34,2535.72,,,,,,1578.09,,
2002-04-29,1170.59,1084.28,1769.2,1102.54,2493.99,,,,,,1581.76,,
2002-04-30,1181.82,1087.27,1805.08,1107.36,2506.3,,,,,,1643.22,,
2002-05-02,1191.41,1085.47,1816.47,1117.39,2516.71,,,,,,1674.38,,
2002-05-03,1195.38,1088.88,1819.07,1123.34,2516.78,,,,,,1656.76,,
2002-05-06,1199.74,1094.17,1822.45,1129.97,2521.72,,,,,,1671.13,,
2002-05-07,1210.6,1108.68,1828.64,1131.05,2567.81,,,,,,1669.97,,
2002-05-08,1218.12,1115.2,1869.92,1124.03,2582.35,,,,,,1662.68,,
2002-05-09,1229.02,1118.57,1890.49,1122.05,2601.79,,,,,,1692.18,,
2002-05-10,1216.81,1116.08,1863.3,1115.23,2576.76,,,,,,1695.04,,
2002-05-13,1220.35,1118.7,1867.32,1120.58,2574.73,,,,,,1691.42,,
2002-05-14,1215.39,1124.4,1863.57,1119.68,2547.48,,,,,,1691.29,,
2002-05-15,1207.44,1110.67,1851.39,1113.2,2543.11,,,,,,1698.31,,
2002-05-16,1191.09,1091.97,1808.13,1100.93,2517.34,,,,,,1734.13,,
2002-05-17,1188.74,1088.21,1813.42,1096.27,2510.32,,,,,,1711.07,,
2002-05-20,1170.98,1070.39,1772.8,1079.37,2478.67,,,,,,1656.49,,
2002-05-21,1143.83,1069.57,1730.63,1049.75,2444.96,,,,,,1603.16,,
2002-05-22,1139.57,1063.03,1731.64,1045.0,2439.67,,,,,,1608.25,,
2002-05-23,1119.35,1051.52,1722.94,1033.61,2364.3,,,,,,1585.27,,
2002-05-24,1163.31,1073.51,1793.55,1072.9,2471.23,,,,,,1628.65,,
2002-05-27,1158.62,1069.43,1771.56,1066.37,2481.74,,,,,,1576.21,,
2002-05-28,1132.5,1063.28,1705.77,1033.44,2449.81,,,,,,1539.97,,
2002-05-29,1136.59,1067.65,1737.44,1038.97,2406.93,,,,,,1576.91,,
2002-05-30,1126.51,1066.99,1725.72,1036.0,2379.04,,,,,,1561.05,,
2002-05-31,1122.86,1087.1,1695.49,1023.94,2358.97,,,,,,1572.15,,
2002-06-03,1134.92,1093.62,1702.24,1033.79,2393.56,,,,,,1613.57,,
2002-06-04,1141.09,1090.4,1691.16,1034.71,2454.35,,,,,,1602.1,,
2002-06-05,1161.61,1124.54,1733.37,1048.44,2490.03,,,,,,1622.38,,
2002-06-06,1161.78,1153.82,1715.66,1038.87,2494.94,,,,,,1613.46,,
2002-06-07,1144.8,1134.72,1661.5,1025.27,2469.82,,,,,,1590.2,,
2002-06-10,1167.83,1165.73,1729.77,1052.5,2454.38,,,,,,1625.93,,
2002-06-11,1197.85,1200.05,1782.56,1064.05,2497.19,,,,,,1680.73,,
2002-06-12,1193.55,1216.38,1754.28,1054.14,2497.01,,,,,,1693.3,,
2002-06-13,1182.69,1191.49,1752.8,1064.39,2441.73,,,,,,1682.14,,
2002-06-14,1185.8,1179.2,1742.06,1074.37,2451.38,,,,,,1673.85,,
2002-06-17,1189.31,1193.79,1735.65,1080.66,2459.15,,,,,,1673.33,,
2002-06-18,1174.06,1195.57,1684.08,1075.2,2442.95,,,,,,1655.2,,
2002-06-19,1160.95,1173.7,1648.56,1071.51,2409.68,,,,,,1647.56,,
2002-06-20,1169.0,1187.35,1674.16,1056.95,2430.42,,,,,,1640.62,,
2002-06-21,1160.83,1170.33,1653.12,1057.33,2436.63,,,,,,1628.24,,
2002-06-24,1160.03,1164.24,1660.74,1054.18,2422.76,,,,,,1620.02,,
2002-06-25,1152.97,1153.67,1661.13,1049.45,2429.88,,,,,,1599.29,,
2002-06-26,1140.91,1142.02,1617.23,1047.01,2440.58,,,,,,1583.28,,
2002-06-27,1145.69,1133.89,1644.59,1053.85,2431.37,,,,,,1600.18,,
2002-06-28,1155.88,1150.21,1669.78,1054.79,2456.39,,,,,,1601.88,,
2002-07-01,1168.05,1168.97,1689.65,1051.67,2486.21,,,,,,1626.52,,
2002-07-02,1167.13,1182.77,1675.86,1055.16,2483.18,,,,,,1615.05,,
2002-07-03,1170.15,1191.72,1690.79,1055.32,2483.42,,,,,,1620.85,,
2002-07-04,1170.86,1193.21,1668.58,1071.65,2498.97,,,,,,1637.47,,
2002-07-05,1174.42,1192.39,1677.68,1071.98,2519.25,,,,,,1625.86,,
2002-07-08,1183.45,1190.11,1692.75,1079.92,2517.64,,,,,,1631.68,,
2002-07-09,1181.88,1189.65,1681.02,1070.93,2522.83,,,,,,1645.68,,
2002-07-10,1172.87,1191.18,1638.59,1075.95,2497.08,,,,,,1643.87,,
2002-07-11,1157.48,1180.69,1590.1,1069.94,2510.24,,,,,,1622.44,,
2002-07-12,1160.31,1179.22,1601.8,1076.71,2521.16,,,,,,1655.04,,
2002-07-15,1149.08,1168.16,1573.43,1078.07,2505.26,,,,,,1709.3,,
2002-07-16,1136.14,1155.47,1545.76,1075.63,2472.69,,,,,,1665.04,,
2002-07-17,1132.39,1155.99,1557.66,1072.79,2454.11,,,,,,1631.57,,
2002-07-18,1142.25,1165.16,1577.11,1080.33,2457.75,,,,,,1667.24,,
2002-07-19,1136.33,1160.32,1540.44,1091.37,2445.94,,,,,,1650.36,,
2002-07-22,1110.67,1146.86,1477.18,1049.3,2412.28,,,,,,1621.95,,
2002-07-23,1121.5,1153.16,1533.03,1062.23,2404.47,,,,,,1649.05,,
2002-07-24,1101.92,1136.83,1492.96,1053.08,2370.6,,,,,,1625.54,,
2002-07-25,1099.2,1131.46,1492.11,1053.07,2364.42,,,,,,1630.35,,
2002-07-26,1068.39,1113.78,1407.4,1037.67,2317.56,,,,,,1620.21,,
2002-07-29,1067.49,1128.04,1397.28,1039.22,2312.55,,,,,,1608.17,,
2002-07-30,1055.55,1111.66,1367.08,1026.99,2296.03,,,,,,1592.21,,
2002-07-31,1054.41,1128.27,1376.88,1016.71,2272.14,,,,,,1587.65,,
2002-08-01,1053.07,1130.07,1373.51,1026.7,2262.73,,,,,,1591.36,,
2002-08-02,1050.97,1124.0,1342.71,1027.26,2308.45,,,,,,1615.89,,
2002-08-05,1060.33,1125.19,1358.62,1032.35,2339.27,,,,,,1612.61,,
2002-08-06,1064.07,1122.04,1375.52,1038.29,2331.85,,,,,,1614.75,,
2002-08-07,1068.5,1124.03,1388.57,1039.92,2325.74,,,,,,1619.59,,
2002-08-08,1051.42,1114.4,1376.77,1027.92,2289.49,,,,,,1593.77,,
2002-08-09,1060.7,1119.65,1405.24,1024.25,2294.57,,,,,,1598.64,,
2002-08-12,1069.41,1117.14,1432.54,1027.11,2296.51,,,,,,1608.9,,
2002-08-13,1076.23,1117.6,1423.52,1030.27,2347.03,,,,,,1630.16,,
2002-08-14,1069.38,1107.01,1399.29,1028.14,2364.97,,,,,,1648.57,,
2002-08-16,1080.18,1112.91,1404.99,1031.31,2424.96,,,,,,1661.58,,
2002-08-19,1080.82,1116.4,1419.98,1024.3,2400.3,,,,,,1682.34,,
2002-08-20,1090.53,1115.97,1488.03,1024.88,2403.4,,,,,,1694.74,,
2002-08-21,1090.37,1113.67,1498.77,1028.09,2393.45,,,,,,1703.84,,
2002-08-22,1087.37,1112.61,1477.53,1034.07,2377.99,,,,,,1704.99,,
2002-08-23,1097.83,1124.88,1516.57,1035.45,2405.73,,,,,,1698.36,,
2002-08-26,1101.87,1127.87,1531.81,1043.01,2406.45,,,,,,1713.83,,
2002-08-27,1089.55,1124.89,1473.75,1045.08,2409.95,,,,,,1703.88,,
2002-08-28,1087.38,1124.69,1478.56,1042.91,2401.32,,,,,,1704.86,,
2002-08-29,1089.21,1124.01,1502.89,1044.14,2409.84,,,,,,1657.32,,
2002-08-30,1115.02,1147.66,1568.03,1051.8,2466.05,,,,,,1664.8,,
